Title,Name_Repo,Date_Created,Num_Comment,Label_Issue,Identity_Repo,Identity_Global,Body
PP-Tracking训练时进行eval报错,PaddlePaddle/PaddleDetection,2022-04-24 08:50:49,3,,5821,1213590677,"运行命令：
CUDA_VISIBLE_DEVICES=3 python tools/train.py --config configs/mot/vehicle/fairmot_hrnetv2_w18_dlafpn_30e_576x320_bdd100kmot_vehicle.yml --use_vdl=True --vdl_log_dir=output/vdl_dir/scalar --eval

跑完一个epoch以后报错：
[04/24 08:52:26] ppdet.data.source.mot INFO: MOT dataset summary: 
[04/24 08:52:26] ppdet.data.source.mot INFO: OrderedDict([('car1.train', 33)])
[04/24 08:52:26] ppdet.data.source.mot INFO: Total images: 100
[04/24 08:52:26] ppdet.data.source.mot INFO: Image start index: OrderedDict([('car1.train', 0)])
[04/24 08:52:26] ppdet.data.source.mot INFO: Total identities: 34
[04/24 08:52:26] ppdet.data.source.mot INFO: Identity start index: OrderedDict([('car1.train', 0)])
[04/24 08:52:26] reader WARNING: Shared memory size is less than 1G, disable shared_memory in DataLoader
W0424 08:52:27.036528 22457 device_context.cc:447] Please NOTE: device: 0, GPU Compute Capability: 7.5, Driver API Version: 11.2, Runtime API Version: 10.2
W0424 08:52:27.043077 22457 device_context.cc:465] device: 0, cuDNN Version: 7.6.
[04/24 08:52:35] ppdet.utils.checkpoint INFO: Finish loading model weights: /root/.cache/paddle/weights/HRNet_W18_C_pretrained.pdparams
https://paddledet.bj.bcebos.com/models/pretrained/HRNet_W18_C_pretrained.pdparams
[04/24 08:52:35] ppdet.engine INFO: Epoch: [0] [0/8] learning_rate: 0.000000 loss: 15.519042 heatmap_loss: 2.984292 size_loss: 2.176330 offset_loss: 0.449540 det_loss: 3.651464 reid_loss: 3.749733 eta: 0:00:30 batch_cost: 0.7746 data_cost: 0.0004 ips: 15.4910 images/s
[04/24 08:52:46] ppdet.utils.checkpoint INFO: Save checkpoint: output/save_model_output
Traceback (most recent call last):
  File ""tools/train.py"", line 260, in <module>
    main()
  File ""tools/train.py"", line 254, in main
    run(FLAGS, cfg)
  File ""tools/train.py"", line 192, in run
    trainer.train(FLAGS.eval)
  File ""/home/nfs/syj/PaddleDetection/ppdet/engine/trainer.py"", line 453, in train
    self._eval_dataset = self.cfg.EvalDataset
  File ""/home/nfs/syj/PaddleDetection/ppdet/core/workspace.py"", line 68, in __getattr__
    raise AttributeError(""object has no attribute '{}'"".format(key))
AttributeError: object has no attribute 'EvalDataset'"
yolov4 敏感度分析，如何确定分析的网络层,PaddlePaddle/PaddleDetection,2022-04-24 08:36:40,0,,5820,1213587650,"敏感度分析时，参数-pruned_params如何确定 ，是选择所有卷积层吗,-pruned_ratios 如何确定"
[k200 麒麟并行问题]AttributeError: module 'paddle.fluid.core_noavx' has no attribute 'BKCLParallelContext',PaddlePaddle/PaddleDetection,2022-04-22 08:15:37,2,,5807,1211997989,"#python3 -m paddle.distributed.launch --log_dir=./ppyolo_dygraph/ --xpus 0,1 tools/train.py -c configs/ppyolo/ppyolo_r50vd_dcn_1x_coco.yml
XPURT /usr/local/lib64/python3.7/site-packages/paddle/fluid/../libs/libxpurt.so loaded
/usr/lib/python3.7/site-packages/setuptools/depends.py:2: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
/usr/local/lib64/python3.7/site-packages/paddle/vision/transforms/functional_pil.py:36: DeprecationWarning: NEAREST is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.NEAREST or Dither.NONE instead.
  'nearest': Image.NEAREST,
/usr/local/lib64/python3.7/site-packages/paddle/vision/transforms/functional_pil.py:37: DeprecationWarning: BILINEAR is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.BILINEAR instead.
  'bilinear': Image.BILINEAR,
/usr/local/lib64/python3.7/site-packages/paddle/vision/transforms/functional_pil.py:38: DeprecationWarning: BICUBIC is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.BICUBIC instead.
  'bicubic': Image.BICUBIC,
/usr/local/lib64/python3.7/site-packages/paddle/vision/transforms/functional_pil.py:39: DeprecationWarning: BOX is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.BOX instead.
  'box': Image.BOX,
/usr/local/lib64/python3.7/site-packages/paddle/vision/transforms/functional_pil.py:40: DeprecationWarning: LANCZOS is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.LANCZOS instead.
  'lanczos': Image.LANCZOS,
/usr/local/lib64/python3.7/site-packages/paddle/vision/transforms/functional_pil.py:41: DeprecationWarning: HAMMING is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.HAMMING instead.
  'hamming': Image.HAMMING
-----------  Configuration Arguments -----------
heter_worker_num: None
heter_workers: 
http_port: None
ips: 127.0.0.1
log_dir: ./ppyolo_dygraph/
nproc_per_node: None
run_mode: None
server_num: None
servers: 
training_script: tools/train.py
training_script_args: ['-c', 'configs/ppyolo/ppyolo_r50vd_dcn_1x_coco.yml']
worker_num: None
workers: 
xpus: 0,1
------------------------------------------------
WARNING 2022-04-22 16:04:55,019 launch.py:359] Not found distinct arguments and compiled with cuda or xpu. Default use collective mode
launch train in XPU mode
INFO 2022-04-22 16:04:55,037 launch_utils.py:510] Local start 2 processes. First process distributed environment info (Only For Debug): 
    +=======================================================================================+
    |                        Distributed Envs                      Value                    |
    +---------------------------------------------------------------------------------------+
    |                       PADDLE_TRAINER_ID                        0                      |
    |                 PADDLE_CURRENT_ENDPOINT                 127.0.0.1:51941               |
    |                     PADDLE_TRAINERS_NUM                        2                      |
    |                PADDLE_TRAINER_ENDPOINTS         127.0.0.1:51941,127.0.0.1:38935       |
    |                     PADDLE_RANK_IN_NODE                        0                      |
    |                 PADDLE_LOCAL_DEVICE_IDS                        0                      |
    |                 PADDLE_WORLD_DEVICE_IDS                       0,1                     |
    |             FLAGS_selected_accelerators                        0                      |
    |                     FLAGS_selected_xpus                        0                      |
    +=======================================================================================+

INFO 2022-04-22 16:04:55,038 launch_utils.py:514] details abouts PADDLE_TRAINER_ENDPOINTS can be found in ./ppyolo_dygraph//endpoints.log, and detail running logs maybe found in ./ppyolo_dygraph//workerlog.0
launch proc_id:4129 idx:0
launch proc_id:4132 idx:1
XPURT /usr/local/lib64/python3.7/site-packages/paddle/fluid/../libs/libxpurt.so loaded
/usr/lib/python3.7/site-packages/setuptools/depends.py:2: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
/usr/local/lib64/python3.7/site-packages/paddle/vision/transforms/functional_pil.py:36: DeprecationWarning: NEAREST is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.NEAREST or Dither.NONE instead.
  'nearest': Image.NEAREST,
/usr/local/lib64/python3.7/site-packages/paddle/vision/transforms/functional_pil.py:37: DeprecationWarning: BILINEAR is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.BILINEAR instead.
  'bilinear': Image.BILINEAR,
/usr/local/lib64/python3.7/site-packages/paddle/vision/transforms/functional_pil.py:38: DeprecationWarning: BICUBIC is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.BICUBIC instead.
  'bicubic': Image.BICUBIC,
/usr/local/lib64/python3.7/site-packages/paddle/vision/transforms/functional_pil.py:39: DeprecationWarning: BOX is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.BOX instead.
  'box': Image.BOX,
/usr/local/lib64/python3.7/site-packages/paddle/vision/transforms/functional_pil.py:40: DeprecationWarning: LANCZOS is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.LANCZOS instead.
  'lanczos': Image.LANCZOS,
/usr/local/lib64/python3.7/site-packages/paddle/vision/transforms/functional_pil.py:41: DeprecationWarning: HAMMING is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.HAMMING instead.
  'hamming': Image.HAMMING
/usr/local/lib64/python3.7/site-packages/paddle/tensor/creation.py:125: DeprecationWarning: `np.object` is a deprecated alias for the builtin `object`. To silence this warning, use `object` by itself. Doing this will not modify any behavior and is safe. 
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  if data.dtype == np.object:
Traceback (most recent call last):
  File ""tools/train.py"", line 177, in <module>
    main()
  File ""tools/train.py"", line 173, in main
    run(FLAGS, cfg)
  File ""tools/train.py"", line 112, in run
    init_parallel_env()
  File ""/workspace/PaddleDetection/ppdet/engine/env.py"", line 44, in init_parallel_env
    paddle.distributed.init_parallel_env()
  File ""/usr/local/lib64/python3.7/site-packages/paddle/distributed/parallel.py"", line 195, in init_parallel_env
    core.BKCLParallelContext(strategy, place))
AttributeError: module 'paddle.fluid.core_noavx' has no attribute 'BKCLParallelContext'"
[Other General Issues]安装过程中出现的问题，是不是可能和cuda版本有关？,PaddlePaddle/PaddleDetection,2022-04-21 14:38:00,3,,5795,1211139293,"```
1 22:18:47.915304 58190 device_context.cc:447] Please NOTE: device: 0, GPU Compute Capability: 8.6, Driver API Version: 11.6, Runtime API Version: 10.2
W0421 22:18:47.915446 58190 dynamic_loader.cc:287] The third-party dynamic library (libcudnn.so) that Paddle depends on is not configured correctly. (error code is /usr/local/cuda/lib64/libcudnn.so: cannot open shared object file: No such file or directory)
  Suggestions:
  1. Check if the third-party dynamic library (e.g. CUDA, CUDNN) is installed correctly and its version is matched with paddlepaddle you installed.
  2. Configure third-party dynamic library environment variables as follows:
  - Linux: set LD_LIBRARY_PATH by `export LD_LIBRARY_PATH=...`
  - Windows: set PATH by `set PATH=XXX;

```
paddle.utils.run_check()后出现的上面的错误


本人系统ubuntu20.04 显卡是3060 是用的Conda的虚拟环境 cudnn是7.6.5 cudatoolkit=10.2 系统的cuda版本是11.6，是不是和cuda版本对不上有关呢
`conda install pytorch torchvision torchaudio cudatoolkit=10.2 -c pytorch`"
[Other General Issues]PaddleDetection有没有评估敏感度特异性准确率ROC曲线等指标的评估,PaddlePaddle/PaddleDetection,2022-04-20 07:33:38,5,,5770,1209279588,"**PaddleDetection team appreciate any suggestion or problem you delivered~**

## Checklist:

1. 查找历史相关issue寻求解答/I have searched related issues but cannot get the expected help.
2. 翻阅[FAQ](https://paddledetection.readthedocs.io/FAQ.html) /I have read the [FAQ documentation](https://paddledetection.readthedocs.io/FAQ.html) but cannot get the expected help.

## 描述问题/Describe the bug
A clear and concise description of what the bug is.

## 复现/Reproduction

1. 您使用的命令是？/What command or script did you run?

```none
请填写命令/A placeholder for the command.
```
2. 您是否更改过代码或配置文件？您是否理解您所更改的内容？还请您提供所更改的部分代码。/Did you make any modifications on the code or config? Did you understand what you have modified? Please provide the codes that you modified.

3. 您使用的数据集是？/What dataset did you use?

4. 请提供您出现的报错信息及相关log。/Please provide the error messages or relevant log information.

## 环境/Environment
1. 请提供您使用的Paddle和PaddleDetection的版本号/Please provide the version of Paddle and PaddleDetection you use：

2. 如您在使用PaddleDetection的同时还在使用其他产品，如PaddleServing、PaddleInference等，请您提供其版本号/ Please provide the version of any other related tools/products used, such as the version of PaddleServing and etc：

3. 请提供您使用的操作系统信息，如Linux/Windows/MacOS /Please provide the OS information, e.g., Linux：

4. 请问您使用的Python版本是？/ Please provide the version of Python you used.

5. 请问您使用的CUDA/cuDNN的版本号是？/ Please provide the version of CUDA/cuDNN you used.


如果您的issue是关于安装或环境，您可以先查询[安装文档](https://github.com/PaddlePaddle/PaddleDetection/blob/release/2.1/docs/tutorials/INSTALL_cn.md)尝试解决~

If your issue looks like an installation issue / environment issue,
please first try to solve it yourself with the instructions in
https://github.com/PaddlePaddle/PaddleDetection/blob/release/2.1/docs/tutorials/INSTALL.md
"
能否对test_feed.dataset进行清空或是获取 loader 随机读取的图片路径,PaddlePaddle/PaddleDetection,2022-04-19 07:03:36,6,,5754,1207855454,"**PaddleDetection team appreciate any suggestion or problem you delivered~**

## Checklist:

1. 查找历史相关issue寻求解答/I have searched related issues but cannot get the expected help.
2. 翻阅[FAQ](https://paddledetection.readthedocs.io/FAQ.html) /I have read the [FAQ documentation](https://paddledetection.readthedocs.io/FAQ.html) but cannot get the expected help.

## 描述问题/Describe the bug
A clear and concise description of what the bug is.

## 复现/Reproduction

1. 您使用的命令是？
python -u tools/infer_paddle.py -c configs/yolov3_mobilenet_v1_caih_car_220413.yml \
                    -o weights=output/yolov3_mobilenet_v1_caih_car_220413/best_model\
                    --infer_dir=dataset/caih_images/img/ \
                    --output_dir=infer_output/yolov3_mobilenet_v1_caih_car_220413/caih_images \
                    --save_txt=true \
                    --save_dir=save_img/ \


```
2. 您是否更改过代码或配置文件？您是否理解您所更改的内容？还请您提供所更改的部分代码。**提供于后文**

3. 您使用的数据集是？自制数据集

4. 请提供您出现的报错信息及相关log。后文

## 环境/Environment
1. 请提供您使用的Paddle和PaddleDetection的版本号 ：Paddle1.6   PaddleDetection0.1

2. 如您在使用PaddleDetection的同时还在使用其他产品，如PaddleServing、PaddleInference等，请您提供其版本号:无

3. 请提供您使用的操作系统信息 ：   Linux

4. 请问您使用的Python版本是？

5. 请问您使用的CUDA/cuDNN的版本号是？


目前我们正在使用paddle1.6版本下的paddledetection-0.1的代码进行yolov3网络的检测。目前出现这样一个问题，0.1版的代码提供的infer.py使用的test_feed.dataset存储图片路径，在使用loader读取图片时是随机读取，但是由于项目的一些要求我们需要对图片进行按顺序的读取。

我们对infer.py进行了部分修改以适应自身项目需求

### 1、[将需要按一定的顺序的图片一个一个输入数据集中：此处展示的是输入一张]
croped_img = img[y_start:y_stop, x_start:x_stop, 0:3]
save = FLAGS.save_dir + img_rename + '_' + str(slice_idx) + '.jpg'
cv2.imwrite(save, croped_img)
test_images = []
test_images.append(save)
test_feed.dataset.add_images(test_images)
place = fluid.CUDAPlace(0) if cfg.use_gpu else fluid.CPUPlace()
exe = fluid.Executor(place)

### 2、[此处基本来自infer.py 初始化loader以读取数据]
startup_prog = fluid.Program()
                infer_prog = fluid.Program()
                with fluid.program_guard(infer_prog, startup_prog):
                    with fluid.unique_name.guard():
                        loader, feed_vars = create_feed(test_feed, iterable=False)
                        test_fetches = model.test(feed_vars)

 infer_prog = infer_prog.clone(True)
reader = create_reader(test_feed)
imid2path = reader.imid2path
loader.set_sample_list_generator(reader, place)
exe.run(startup_prog)
if cfg.weights:
        checkpoint.load_params(exe, infer_prog, cfg.weights)

### **3、[问题出在此处：我们在运行代码时发现loader对test_feed.dataset里的图片进行随机读取，同时由于无法对dataset进行清空，所以无法实现按输入顺序预测图片。我们对loader设置为不可迭代式，使得它可以一次性读取一张图片，但这张图片仍然是随机的]**

loader.start()
outs = exe.run(infer_prog,
                        fetch_list=values,
                         return_numpy=False)
res = {
            k: (np.array(v), v.recursive_sequence_lengths())
            for k, v in zip(keys, outs)
          }
 loader.reset()


所以想请问一下test_feed.dataset这个有没有清空这个功能，这样就能实现每次读取的都是刚输入的图片；又或者是否有办法获取loader读取的图片的名称呢？"
[BUG]dark postprocess container overflow,PaddlePaddle/PaddleDetection,2022-04-19 05:27:41,0,,5751,1207765171,dark postprocess vector container overflow
"ValueError: (InvalidArgument) Input(X) of GridSampleOp should be 4-D Tensor, but received X dimension size(5)[Other General Issues]",PaddlePaddle/PaddleDetection,2022-04-19 03:33:50,9,,5747,1207672338,"**PaddleDetection team appreciate any suggestion or problem you delivered~**

## 描述问题/Describe the bug
A clear and concise description of what the bug is.
訓練mask_rcnn_res2net50_vd_26w_4s_fpn_2x_coco時一切正常，但是在eval.py 和 infer.py時出現這個錯誤

## 复现/Reproduction

1. 您使用的命令是？/What command or script did you run?
   python tools/eval.py -c configs/res2net/mask_rcnn_res2net50_vd_26w_4s_fpn_2x_coco.yml -o weights=output/mask_rcnn_res2net50_vd_26w_4s_fpn_2x_coco/model_final.pdparams --classwise

   python tools/infer.py -c configs/res2net/mask_rcnn_res2net50_vd_26w_4s_fpn_2x_coco.yml --infer_dir=ship_test_img/ --output_dir=infer_output/ -o weights=output/mask_rcnn_res2net50_vd_26w_4s_fpn_2x_coco/model_final.pdparams --save_txt=Ture

2. 您是否更改过代码或配置文件？您是否理解您所更改的内容？还请您提供所更改的部分代码。/Did you make any modifications on the code or config? Did you understand what you have modified? Please provide the codes that you modified.
無

3. 您使用的数据集是？/What dataset did you use?
自製的COCO格式數據集，只有一類，包含polygon 和 bbox。

4. 请提供您出现的报错信息及相关log。/Please provide the error messages or relevant log information.
![image](https://user-images.githubusercontent.com/58526756/163914662-ee63d2c0-9b0d-4527-b5fb-aaf7210aa5d2.png)


## 环境/Environment
1. 请提供您使用的Paddle和PaddleDetection的版本号/Please provide the version of Paddle and PaddleDetection you use：

   paddledet            2.4.0
   paddlepaddle-gpu     2.2.2

3. 如您在使用PaddleDetection的同时还在使用其他产品，如PaddleServing、PaddleInference等，请您提供其版本号/ Please provide the version of any other related tools/products used, such as the version of PaddleServing and etc：
無

4. 请提供您使用的操作系统信息，如Linux/Windows/MacOS /Please provide the OS information, e.g., Linux：
Windows + conda

5. 请问您使用的Python版本是？/ Please provide the version of Python you used.
3.7.13

6. 请问您使用的CUDA/cuDNN的版本号是？/ Please provide the version of CUDA/cuDNN you used.
CUDA 11.4
cuDNN 7.6
"
[BUG]win10安装requirements出现如图所示错误，麻烦专家帮忙解决一下,PaddlePaddle/PaddleDetection,2022-04-19 01:07:50,2,,5744,1207599574,"**PaddleDetection team appreciate any suggestion or problem you delivered~**

## Checklist:

1. 查找历史相关issue寻求解答/I have searched related issues but cannot get the expected help.
2. 翻阅[FAQ](https://paddledetection.readthedocs.io/FAQ.html) /I have read the [FAQ documentation](https://paddledetection.readthedocs.io/FAQ.html) but cannot get the expected help.
3. 确认bug是否在新版本里还未修复/The bug has not been fixed in the latest version.

## 描述问题/Describe the bug
A clear and concise description of what the bug is.
win10安装requirements出现如图所示错误
![image](https://user-images.githubusercontent.com/78945582/163900184-c65a7e97-5bd0-4f30-a0fd-8424166b53ce.png)

## 复现/Reproduction

1. 您使用的命令是？/What command or script did you run?
pip install -r requirements.txt
```none
请填写命令/A placeholder for the command.
```
2. 您是否更改过代码或配置文件？您是否理解您所更改的内容？还请您提供所更改的部分代码。/Did you make any modifications on the code or config? Did you understand what you have modified? Please provide the codes that you modified.

3. 您使用的数据集是？/What dataset did you use?

4. 请提供您出现的报错信息及相关log。/Please provide the error messages or relevant log information.

## 环境/Environment
1. 请提供您使用的Paddle和PaddleDetection的版本号/Please provide the version of Paddle and PaddleDetection you use：

2. 如您在使用PaddleDetection的同时还在使用其他产品，如PaddleServing、PaddleInference等，请您提供其版本号/ Please provide the version of any other related tools/products used, such as the version of PaddleServing and etc：

3. 请提供您使用的操作系统信息，如Linux/Windows/MacOS /Please provide the OS information, e.g., Linux：

4. 请问您使用的Python版本是？/ Please provide the version of Python you used.

5. 请问您使用的CUDA/cuDNN的版本号是？/ Please provide the version of CUDA/cuDNN you used.


如果您的issue是关于安装或环境，您可以先查询[安装文档](https://github.com/PaddlePaddle/PaddleDetection/blob/release/2.1/docs/tutorials/INSTALL_cn.md)尝试解决~

If your issue looks like an installation issue / environment issue,
please first try to solve it yourself with the instructions in
https://github.com/PaddlePaddle/PaddleDetection/blob/release/2.1/docs/tutorials/INSTALL.md
"
[BUG] 训练ppyoloE时，VOC数据，只采用单个分类，那么在loss.backward()的时候会卡住不动，查看了loss是4.49，不报错。,PaddlePaddle/PaddleDetection,2022-04-18 09:13:27,15,training,5738,1206849426,"**PaddleDetection team appreciate any suggestion or problem you delivered~**

## Checklist:

1. 查找历史相关issue寻求解答/I have searched related issues but cannot get the expected help.
2. 翻阅[FAQ](https://paddledetection.readthedocs.io/FAQ.html) /I have read the [FAQ documentation](https://paddledetection.readthedocs.io/FAQ.html) but cannot get the expected help.
3. 确认bug是否在新版本里还未修复/The bug has not been fixed in the latest version.

## 描述问题/Describe the bug
A clear and concise description of what the bug is.

## 复现/Reproduction



1. 您使用的命令是？/What command or script did you run?

```none
请填写命令/A placeholder for the command.
```
2. 您是否更改过代码或配置文件？您是否理解您所更改的内容？还请您提供所更改的部分代码。/Did you make any modifications on the code or config? Did you understand what you have modified? Please provide the codes that you modified.

3. 您使用的数据集是？/What dataset did you use?

4. 请提供您出现的报错信息及相关log。/Please provide the error messages or relevant log information.

## 环境/Environment
1. 请提供您使用的Paddle和PaddleDetection的版本号/Please provide the version of Paddle and PaddleDetection you use：

2. 如您在使用PaddleDetection的同时还在使用其他产品，如PaddleServing、PaddleInference等，请您提供其版本号/ Please provide the version of any other related tools/products used, such as the version of PaddleServing and etc：

3. 请提供您使用的操作系统信息，如Linux/Windows/MacOS /Please provide the OS information, e.g., Linux：

4. 请问您使用的Python版本是？/ Please provide the version of Python you used.

5. 请问您使用的CUDA/cuDNN的版本号是？/ Please provide the version of CUDA/cuDNN you used.


如果您的issue是关于安装或环境，您可以先查询[安装文档](https://github.com/PaddlePaddle/PaddleDetection/blob/release/2.1/docs/tutorials/INSTALL_cn.md)尝试解决~

If your issue looks like an installation issue / environment issue,
please first try to solve it yourself with the instructions in
https://github.com/PaddlePaddle/PaddleDetection/blob/release/2.1/docs/tutorials/INSTALL.md
"
🚀  PP-YOLOE高精度云边一体模型已经发布，欢迎大家试用讨论,PaddlePaddle/PaddleDetection,2022-04-18 03:54:01,31,,5730,1206626803,"🚀  PP-YOLOE是基于PP-YOLOv2的卓越的单阶段Anchor-free模型，超越了多种流行的yolo模型，更多细节可以参考[**PP-YOLOE文档**](https://github.com/PaddlePaddle/PaddleDetection/blob/release/2.4/configs/ppyoloe/README_cn.md)以及技术报告[**PP-YOLOE论文**](https://arxiv.org/abs/2203.16250)。概括的说，PP-YOLOE具有以下特点：
1. **精度速度双高**
   - PP-YOLOE-l在COCO test-dev上精度可达**51.4 mAP**，速度可达**149FPS**
   - 精度速度性价比超越**YOLOv5, YOLOX**
2. **部署友好**
   - 具有**s/m/l/x**一系列的模型，可以适配不同算力的硬件，**V100，T4等服务端GPU**以及**Jetson系列和FPGA等边缘端芯片**
   - 避免使用DCN, Matrix NMS等特殊算子，方便部署到更多的硬件上
   - 支持**TensorRT部署**以及**ONNX导出**，提升部署易用性
3. **训练速度大幅提升**
   - 混合精度训练等优化大幅提升训练速度，相较于PP-YOLOv2**训练速度提升30%以上**
<img width=""500"" alt=""ppyoloe_map_fps"" src=""https://user-images.githubusercontent.com/69842442/165039851-f5d3eed0-0939-4a38-8ffc-7ddd7c801413.png"">
为了方便大家相互交流沟通，欢迎大家扫码加入微信群，相关意见、建议和使用中的疑问可以在微信群中交流或者在github中提issue

<img width=""400"" alt=""wechat"" src=""https://user-images.githubusercontent.com/69842442/177932227-30022865-fff3-4971-84a2-fdf06ec86b71.jpg"">
"
