,Title,Name_Repo,State,Assignees,Proposed_By,Closed_By,Date_Created,Date_Closed,Num_Comment,Label_Issue,Identity_Repo,Identity_Global,Body,Sentiment_Title,Sentiment_Body
128,The AP value of the coco testing set is -1.000.,open-mmlab/mmdetection,closed,hhaAndroid,rsj007,hhaAndroid,2021-01-12 12:23:29,2021-04-09 02:01:55,4.0,reimplementation,4435.0,784189552.0,"#I am reimplementing cascade_rcnn_fpn_1x_coco.py in the coco dataset using the provided configs. After training, I want to test the model in the coco test dataset. I change the ann file and test dataset path in the test dict of the config. However the APs are all -1.000. I don't know what's the problem.
The result is below.
Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = -1.000
Average Precision  (AP) @[ IoU=0.50      | area=   all | maxDets=1000 ] = -1.000
Average Precision  (AP) @[ IoU=0.75      | area=   all | maxDets=1000 ] = -1.000
Average Precision  (AP) @[ IoU=0.50:0.95 | area= small | maxDets=1000 ] = -1.000
Average Precision  (AP) @[ IoU=0.50:0.95 | area=medium | maxDets=1000 ] = -1.000
Average Precision  (AP) @[ IoU=0.50:0.95 | area= large | maxDets=1000 ] = -1.000
Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = -1.000
Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=300 ] = -1.000
Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=1000 ] = -1.000
Average Recall     (AR) @[ IoU=0.50:0.95 | area= small | maxDets=1000 ] = -1.000
Average Recall     (AR) @[ IoU=0.50:0.95 | area=medium | maxDets=1000 ] = -1.000
Average Recall     (AR) @[ IoU=0.50:0.95 | area= large | maxDets=1000 ] = -1.000
{'bbox_mAP': -1.0, 'bbox_mAP_50': -1.0, 'bbox_mAP_75': -1.0, 'bbox_mAP_s': -1.0, 'bbox_mAP_m': -1.0, 'bbox_mAP_l': -1.0, 'bbox_mAP_copypaste': '-1.000 -1.000 -1.000 -1.000 -1.000 -1.000'}

The command I used for test is ""`CUDA_VISIBLE_DEVICES=5,6,7,8 bash mmdetection/tools/dist_test.sh mmdetection/work_dirs/cascade_rcnn_r50_fpn_1x_coco/cascade_rcnn_r50_fpn_1x_coco.py mmdetection/work_dirs/cascade_rcnn_r50_fpn_1x_coco/epoch_1.pth 4 --eval bbox`"".

My config is below.
```
model = dict(
    type='CascadeRCNN',
    pretrained='torchvision://resnet50',
    backbone=dict(
        type='ResNet',
        depth=50,
        num_stages=4,
        out_indices=(0, 1, 2, 3),
        frozen_stages=1,
        norm_cfg=dict(type='BN', requires_grad=True),
        norm_eval=True,
        style='pytorch'),
    neck=dict(
        type='FPN',
        in_channels=[256, 512, 1024, 2048],
        out_channels=256,
        num_outs=5),
    rpn_head=dict(
        type='RPNHead',
        in_channels=256,
        feat_channels=256,
        anchor_generator=dict(
            type='AnchorGenerator',
            scales=[8],
            ratios=[0.5, 1.0, 2.0],
            strides=[4, 8, 16, 32, 64]),
        bbox_coder=dict(
            type='DeltaXYWHBBoxCoder',
            target_means=[0.0, 0.0, 0.0, 0.0],
            target_stds=[1.0, 1.0, 1.0, 1.0]),
        loss_cls=dict(
            type='CrossEntropyLoss', use_sigmoid=True, loss_weight=1.0),
        loss_bbox=dict(
            type='SmoothL1Loss', beta=0.1111111111111111, loss_weight=1.0)),
    roi_head=dict(
        type='CascadeRoIHead',
        num_stages=3,
        stage_loss_weights=[1, 0.5, 0.25],
        bbox_roi_extractor=dict(
            type='SingleRoIExtractor',
            roi_layer=dict(type='RoIAlign', output_size=7, sampling_ratio=0),
            out_channels=256,
            featmap_strides=[4, 8, 16, 32]),
        bbox_head=[
            dict(
                type='Shared2FCBBoxHead',
                in_channels=256,
                fc_out_channels=1024,
                roi_feat_size=7,
                num_classes=80,
                bbox_coder=dict(
                    type='DeltaXYWHBBoxCoder',
                    target_means=[0.0, 0.0, 0.0, 0.0],
                    target_stds=[0.1, 0.1, 0.2, 0.2]),
                reg_class_agnostic=True,
                loss_cls=dict(
                    type='CrossEntropyLoss',
                    use_sigmoid=False,
                    loss_weight=1.0),
                loss_bbox=dict(type='SmoothL1Loss', beta=1.0,
                               loss_weight=1.0)),
            dict(
                type='Shared2FCBBoxHead',
                in_channels=256,
                fc_out_channels=1024,
                roi_feat_size=7,
                num_classes=80,
                bbox_coder=dict(
                    type='DeltaXYWHBBoxCoder',
                    target_means=[0.0, 0.0, 0.0, 0.0],
                    target_stds=[0.05, 0.05, 0.1, 0.1]),
                reg_class_agnostic=True,
                loss_cls=dict(
                    type='CrossEntropyLoss',
                    use_sigmoid=False,
                    loss_weight=1.0),
                loss_bbox=dict(type='SmoothL1Loss', beta=1.0,
                               loss_weight=1.0)),
            dict(
                type='Shared2FCBBoxHead',
                in_channels=256,
                fc_out_channels=1024,
                roi_feat_size=7,
                num_classes=80,
                bbox_coder=dict(
                    type='DeltaXYWHBBoxCoder',
                    target_means=[0.0, 0.0, 0.0, 0.0],
                    target_stds=[0.033, 0.033, 0.067, 0.067]),
                reg_class_agnostic=True,
                loss_cls=dict(
                    type='CrossEntropyLoss',
                    use_sigmoid=False,
                    loss_weight=1.0),
                loss_bbox=dict(type='SmoothL1Loss', beta=1.0, loss_weight=1.0))
        ]))
train_cfg = dict(
    rpn=dict(
        assigner=dict(
            type='MaxIoUAssigner',
            pos_iou_thr=0.7,
            neg_iou_thr=0.3,
            min_pos_iou=0.3,
            match_low_quality=True,
            ignore_iof_thr=-1),
        sampler=dict(
            type='RandomSampler',
            num=256,
            pos_fraction=0.5,
            neg_pos_ub=-1,
            add_gt_as_proposals=False),
        allowed_border=0,
        pos_weight=-1,
        debug=False),
    rpn_proposal=dict(
        nms_across_levels=False,
        nms_pre=2000,
        nms_post=2000,
        max_num=2000,
        nms_thr=0.7,
        min_bbox_size=0),
    rcnn=[
        dict(
            assigner=dict(
                type='MaxIoUAssigner',
                pos_iou_thr=0.5,
                neg_iou_thr=0.5,
                min_pos_iou=0.5,
                match_low_quality=False,
                ignore_iof_thr=-1),
            sampler=dict(
                type='RandomSampler',
                num=512,
                pos_fraction=0.25,
                neg_pos_ub=-1,
                add_gt_as_proposals=True),
            pos_weight=-1,
            debug=False),
        dict(
            assigner=dict(
                type='MaxIoUAssigner',
                pos_iou_thr=0.6,
                neg_iou_thr=0.6,
                min_pos_iou=0.6,
                match_low_quality=False,
                ignore_iof_thr=-1),
            sampler=dict(
                type='RandomSampler',
                num=512,
                pos_fraction=0.25,
                neg_pos_ub=-1,
                add_gt_as_proposals=True),
            pos_weight=-1,
            debug=False),
        dict(
            assigner=dict(
                type='MaxIoUAssigner',
                pos_iou_thr=0.7,
                neg_iou_thr=0.7,
                min_pos_iou=0.7,
                match_low_quality=False,
                ignore_iof_thr=-1),
            sampler=dict(
                type='RandomSampler',
                num=512,
                pos_fraction=0.25,
                neg_pos_ub=-1,
                add_gt_as_proposals=True),
            pos_weight=-1,
            debug=False)
    ])
test_cfg = dict(
    rpn=dict(
        nms_across_levels=False,
        nms_pre=1000,
        nms_post=1000,
        max_num=1000,
        nms_thr=0.7,
        min_bbox_size=0),
    rcnn=dict(
        score_thr=0.05,
        nms=dict(type='nms', iou_threshold=0.5),
        max_per_img=100))
dataset_type = 'CocoDataset'
data_root = '/data/sj_data/data/coco'
img_norm_cfg = dict(
    mean=[123.675, 116.28, 103.53], std=[58.395, 57.12, 57.375], to_rgb=True)
train_pipeline = [
    dict(type='LoadImageFromFile'),
    dict(type='LoadAnnotations', with_bbox=True),
    dict(type='Resize', img_scale=(1333, 800), keep_ratio=True),
    dict(type='RandomFlip', flip_ratio=0.5),
    dict(
        type='Normalize',
        mean=[123.675, 116.28, 103.53],
        std=[58.395, 57.12, 57.375],
        to_rgb=True),
    dict(type='Pad', size_divisor=32),
    dict(type='DefaultFormatBundle'),
    dict(type='Collect', keys=['img', 'gt_bboxes', 'gt_labels'])
]
test_pipeline = [
    dict(type='LoadImageFromFile'),
    dict(
        type='MultiScaleFlipAug',
        img_scale=(1333, 800),
        flip=False,
        transforms=[
            dict(type='Resize', keep_ratio=True),
            dict(type='RandomFlip'),
            dict(
                type='Normalize',
                mean=[123.675, 116.28, 103.53],
                std=[58.395, 57.12, 57.375],
                to_rgb=True),
            dict(type='Pad', size_divisor=32),
            dict(type='ImageToTensor', keys=['img']),
            dict(type='Collect', keys=['img'])
        ])
]
data = dict(
    samples_per_gpu=2,
    workers_per_gpu=2,
    train=dict(
        type='CocoDataset',
        ann_file='/data/sj_data/data/coco/annotations/instances_train2017.json',
        img_prefix='/data/sj_data/data/coco/train2017/',
        pipeline=[
            dict(type='LoadImageFromFile'),
            dict(type='LoadAnnotations', with_bbox=True),
            dict(type='Resize', img_scale=(1333, 800), keep_ratio=True),
            dict(type='RandomFlip', flip_ratio=0.5),
            dict(
                type='Normalize',
                mean=[123.675, 116.28, 103.53],
                std=[58.395, 57.12, 57.375],
                to_rgb=True),
            dict(type='Pad', size_divisor=32),
            dict(type='DefaultFormatBundle'),
            dict(type='Collect', keys=['img', 'gt_bboxes', 'gt_labels'])
        ]),
    val=dict(
        type='CocoDataset',
        ann_file='/data/sj_data/data/coco/annotations/instances_val2017.json',
        img_prefix='/data/sj_data/data/coco/val2017/',
        pipeline=[
            dict(type='LoadImageFromFile'),
            dict(
                type='MultiScaleFlipAug',
                img_scale=(1333, 800),
                flip=False,
                transforms=[
                    dict(type='Resize', keep_ratio=True),
                    dict(type='RandomFlip'),
                    dict(
                        type='Normalize',
                        mean=[123.675, 116.28, 103.53],
                        std=[58.395, 57.12, 57.375],
                        to_rgb=True),
                    dict(type='Pad', size_divisor=32),
                    dict(type='ImageToTensor', keys=['img']),
                    dict(type='Collect', keys=['img'])
                ])
        ]),
    test=dict(
        type='CocoDataset',
        ann_file='/data/sj_data/data/coco/annotations/image_info_test-dev2017.json',
        img_prefix='/data/sj_data/data/coco/test2017/',
        pipeline=[
            dict(type='LoadImageFromFile'),
            dict(
                type='MultiScaleFlipAug',
                img_scale=(1333, 800),
                flip=False,
                transforms=[
                    dict(type='Resize', keep_ratio=True),
                    dict(type='RandomFlip'),
                    dict(
                        type='Normalize',
                        mean=[123.675, 116.28, 103.53],
                        std=[58.395, 57.12, 57.375],
                        to_rgb=True),
                    dict(type='Pad', size_divisor=32),
                    dict(type='ImageToTensor', keys=['img']),
                    dict(type='Collect', keys=['img'])
                ])
        ]))
evaluation = dict(interval=1, metric='bbox')
optimizer = dict(type='SGD', lr=0.01, momentum=0.9, weight_decay=0.0001)
optimizer_config = dict(grad_clip=None)
lr_config = dict(
    policy='step',
    warmup='linear',
    warmup_iters=500,
    warmup_ratio=0.001,
    step=[8, 11])
total_epochs = 12
checkpoint_config = dict(interval=1)
log_config = dict(interval=50, hooks=[dict(type='TextLoggerHook')])
dist_params = dict(backend='nccl')
log_level = 'INFO'
load_from = None
resume_from = None
workflow = [('train', 1)]
work_dir = './work_dirs/cascade_rcnn_r50_fpn_1x_coco'
gpu_ids = range(0, 1)

```


My environment is below.
`Python: 3.7.9 (default, Aug 31 2020, 12:42:55) [GCC 7.3.0]
CUDA available: True
GPU 0,1,2,3,4,5,6,7,8,9: GeForce RTX 2080 Ti
CUDA_HOME: /usr/local/cuda-10.0
NVCC: Cuda compilation tools, release 10.0, V10.0.130
GCC: gcc (Ubuntu 7.5.0-6ubuntu2) 7.5.0
PyTorch: 1.6.0
PyTorch compiling details: PyTorch built with:
  - GCC 7.3
  - C++ Version: 201402
  - Intel(R) Math Kernel Library Version 2020.0.2 Product Build 20200624 for Intel(R) 64 architecture applications
  - Intel(R) MKL-DNN v1.5.0 (Git Hash e2ac1fac44c5078ca927cb9b90e1b3066a0b2ed0)
  - OpenMP 201511 (a.k.a. OpenMP 4.5)
  - NNPACK is enabled
  - CPU capability usage: AVX2
  - CUDA Runtime 10.2
  - NVCC architecture flags: -gencode;arch=compute_37,code=sm_37;-gencode;arch=compute_50,code=sm_50;-gencode;arch=compute_60,code=sm_60;-gencode;arch=compute_61,code=sm_61;-gencode;arch=compute_70,code=sm_70;-gencode;arch=compute_75,code=sm_75;-gencode;arch=compute_37,code=compute_37
  - CuDNN 7.6.5
  - Magma 2.5.2
  - Build settings: BLAS=MKL, BUILD_TYPE=Release, CXX_FLAGS= -Wno-deprecated -fvisibility-inlines-hidden -DUSE_PTHREADPOOL -fopenmp -DNDEBUG -DUSE_FBGEMM -DUSE_QNNPACK -DUSE_PYTORCH_QNNPACK -DUSE_XNNPACK -DUSE_VULKAN_WRAPPER -O2 -fPIC -Wno-narrowing -Wall -Wextra -Werror=return-type -Wno-missing-field-initializers -Wno-type-limits -Wno-array-bounds -Wno-unknown-pragmas -Wno-sign-compare -Wno-unused-parameter -Wno-unused-variable -Wno-unused-function -Wno-unused-result -Wno-unused-local-typedefs -Wno-strict-overflow -Wno-strict-aliasing -Wno-error=deprecated-declarations -Wno-stringop-overflow -Wno-error=pedantic -Wno-error=redundant-decls -Wno-error=old-style-cast -fdiagnostics-color=always -faligned-new -Wno-unused-but-set-variable -Wno-maybe-uninitialized -fno-math-errno -fno-trapping-math -Werror=format -Wno-stringop-overflow, PERF_WITH_AVX=1, PERF_WITH_AVX2=1, PERF_WITH_AVX512=1, USE_CUDA=ON, USE_EXCEPTION_PTR=1, USE_GFLAGS=OFF, USE_GLOG=OFF, USE_MKL=ON, USE_MKLDNN=ON, USE_MPI=OFF, USE_NCCL=ON, USE_NNPACK=ON, USE_OPENMP=ON, USE_STATIC_DISPATCH=OFF, 

TorchVision: 0.7.0
OpenCV: 4.4.0
MMCV: 1.2.0
MMCV Compiler: GCC 7.3
MMCV CUDA Compiler: 10.2
MMDetection: 2.6.0+`
",neutral,positive
129,Training on new data,jiesutd/NCRFpp,closed,,junaidamk,jiesutd,2019-04-27 13:13:16,2019-04-28 01:54:57,3.0,,110.0,437942387.0,https://github.com/jiesutd/NCRFpp/issues/104#issuecomment-486535264,neutral,neutral
130,训练一段时间后，f1为-1,jiesutd/NCRFpp,closed,,Xzeffort,Xzeffort,2021-11-04 07:45:37,2021-11-05 01:55:18,2.0,,181.0,1044442088.0,,neutral,neutral
131,Faster RCNN-std bettwen rpn and bbox,open-mmlab/mmdetection,closed,,abcxs,abcxs,2020-08-07 05:08:23,2020-08-14 07:03:34,2.0,,3508.0,674761272.0,"In Faster RCNN, the STD used by RPN head is [1, 1, 1, 1], while that used by bbox head is [0.1,0.1,0.2,0.2]
1. Why are the settings of RPN and Bbox head different?
2. Why does the STD of Bbox head need to be set like [0.1, 0.1, 0.2, 0.2]",neutral,neutral
132,CRF parameters used in the ablation study of SegFix paper,openseg-group/openseg.pytorch,closed,,jfzhuang,PkuRainBow,2021-02-26 09:26:00,2021-02-27 06:36:07,1.0,,53.0,817189437.0,"Thanks for your excellent work. I want to reproduce your experimental results in the comparison with DenseCRF in the SegFix paper. However, I can not find an appropriate group of parameters. It will be very helpful if you can provide the parameters used in your experiments. Thanks a lot!",neutral,positive
133,Question about flow-based propagation.,Microsoft/human-pose-estimation.pytorch,open,,ybai62868,,2019-02-13 06:00:06,,0.0,,88.0,409641031.0,"Hi, I recently try to re-implement the flow-based propagation section in your paper.
I use the FlowNet2S you mentioned, and I get the flow information between two adjacent frames on posetrack2018 val dataset. The question is the inference size must be divisible by 64. Therefore, the shape of flow is not corresponding to the shape of images. In order to get the same results reported, I wonder how to solve this problem and the inference time for ""With Joint Propagation"" on posetrack2018 val dataset.
Thanks a lot!",neutral,positive
134,Can anybody know how to deploy MTCNN by TVM Framework?,deepinsight/insightface,open,,MirrorYuAI,,2019-04-20 08:34:24,,0.0,,639.0,435371381.0,"I want to deploy MTCNN based on TVM, Can anyone give me some advices? thx a lot~",neutral,neutral
135,Not able to use linux redirection for interactive mode,percyliang/sempre,closed,,chunyangx,yonatansito,2014-05-19 20:05:03,2014-06-21 15:05:21,1.0,,22.0,33831784.0,"Hello, 
I execute the following command:

./sempre @mode=interact          @domain=webquestions          @sparqlserver=localhost:8890/sparql          @cacheserver=local @load=15 @executeTopOnly=0 < Lundi_test.txt 

However, inside Master class, the runInteractivePrompt() method will always read the line as null, I put the details in:

http://stackoverflow.com/questions/23742284/java-readline-null

Do you know where is the problem, please?
",neutral,positive
136,Potential bug of detection target ,matterport/Mask_RCNN,open,,zb1439,,2019-07-09 12:35:57,,0.0,,1622.0,465756065.0,"In model.py line 563-571
```python
# Assign positive ROIs to GT boxes.
    positive_overlaps = tf.gather(overlaps, positive_indices)
    roi_gt_box_assignment = tf.cond(
        tf.greater(tf.shape(positive_overlaps)[1], 0),
        true_fn = lambda: tf.argmax(positive_overlaps, axis=1),
        false_fn = lambda: tf.cast(tf.constant([]),tf.int64)
    )
    roi_gt_boxes = tf.gather(gt_boxes, roi_gt_box_assignment)
    roi_gt_class_ids = tf.gather(gt_class_ids, roi_gt_box_assignment)
```
Tensor positive_overlaps could have a shape of [positive_count, MAX_GT_INSTANCES], which makes the tf condition always be true. This might be subtle as RPN might hardly produce proposals matching no ground truth.",neutral,positive
137,How to get more accurate results in satellite imagery ??,matterport/Mask_RCNN,open,,geomaticsbetul,,2021-04-02 17:42:05,,0.0,,2524.0,849358197.0,"Hello everyone! I'm trying to classify satellite images. I have 5 classes in total. My mAP value is like 0.5. My loss value is not going below 0.7.
Do you have any suggestions to better them and get more accurate results?

please help 
thanks. ",neutral,positive
138,IPM corner points,SeokjuLee/VPGNet,open,,guozixunnicolas,,2019-04-05 06:56:02,,0.0,,40.0,429609386.0,"Hi seokju,

I have similar problem like the picture below
![visual](https://user-images.githubusercontent.com/44756093/55608964-277fe880-57b2-11e9-8d2e-57d476e775ff.png)
Even though I tried SCNN but I believe the postprocessing step is similar.
below is my result
![hw_curve55_result](https://user-images.githubusercontent.com/44756093/55609048-5ac27780-57b2-11e9-8c98-c0af16421d71.jpg)
the model confuse itself to see points from different lanes. Thus I want to cluster all points again using IPM to seperate the points near VP.

May i know which 4 src points did you use in cv2.getperspective() function. Since the prediction of mine has a large variety, I have some trouble finding these 4 points which encloses all points found.
Could you share some insight how you find these 4 points ?

Best regards,

ZX",neutral,positive
139,Finished processing dependencies for mmdet==0.6rc0+unknown,open-mmlab/mmdetection,closed,,Hesene,hellock,2019-03-07 06:16:30,2019-03-24 02:27:47,1.0,,369.0,418146832.0,"Thank you for your sharing.
I meet some problem,Why is my mmdet version is =0.6rc0+unknown，what is the ''unknow''means?
and when I run the test.py, it will appear
 ‘’ImportError: /home/vvv/jh/mmdetectionV1/mmdet/ops/dcn/deform_conv_cuda.cpython-36m-x86_64-linux-gnu.so: undefined symbol: __cudaPopCallConfiguration ‘’ 
My environment is 
ubuntu18.04, cuda10, cudnn7.4.1, torch1.0 
Thank you for your answer！！！
",neutral,positive
140,Help running retina code,deepinsight/insightface,open,,ThanhPham1987,,2019-11-23 16:03:43,,1.0,,994.0,527574785.0,"Hi authors,
When I run this code by command line: CUDA_VISIBLE_DEVICES='0,1,2,3' python -u train.py --prefix ./model/retina --network resnet. I am facing the issue like this:
Traceback (most recent call last):
  File ""train.py"", line 367, in <module>
    main()
  File ""train.py"", line 350, in main
    args = parse_args()
  File ""train.py"", line 344, in parse_args
    parser.add_argument('--wd', help='weight decay', default=default.wd, type=float)
AttributeError: 'EasyDict' object has no attribute 'wd'
Please give me some advice???
Best regards,
PeterPham
",neutral,positive
141,Labels for annotations,open-mmlab/mmdetection,closed,,dhananjaisharma10,dhananjaisharma10,2019-08-16 13:38:23,2019-08-21 20:17:14,2.0,,1204.0,481613949.0,"Hi!

I have a trivial question. Should the labels for annotations begin from 0 or 1? Please let me know.

Thanks!",neutral,positive
142,Theano scan error while training model,tuzhaopeng/NMT-Coverage,closed,,chaitanyamalaviya,tuzhaopeng,2018-01-05 09:57:45,2021-03-09 07:02:46,4.0,,3.0,286241920.0,"Hi, 

I was trying to train a model using the following command on a custom dataset:
`python train.py --state german-data.py `
I tried this with theano version 0.8.2 and 0.9 as well.
I faced the following error:
```
Traceback (most recent call last):
  File ""train.py"", line 100, in <module>
    main()
  File ""train.py"", line 81, in main
    enc_dec.build()
  File ""/projects/tir1/users/cmalaviy/NMT-Coverage/experiments/nmt/encdec.py"", line 1864, in build
    c=self.sampling_c)
  File ""/projects/tir1/users/cmalaviy/NMT-Coverage/experiments/nmt/encdec.py"", line 1725, in build_sampler
    name=""{}_sampler_scan"".format(self.prefix))
  File ""/projects/tir1/users/cmalaviy/anaconda2/lib/python2.7/site-packages/theano/scan_module/scan.py"", line 1071, in scan
    scan_outs = local_op(*scan_inputs)
  File ""/projects/tir1/users/cmalaviy/anaconda2/lib/python2.7/site-packages/theano/gof/op.py"", line 615, in __call__
    node = self.make_node(*inputs, **kwargs)
  File ""/projects/tir1/users/cmalaviy/anaconda2/lib/python2.7/site-packages/theano/scan_module/scan_op.py"", line 578, in make_node
    inner_sitsot_out.type.ndim))
ValueError: When compiling the inner function of scan (the function called by scan in each of its iterations) the following error has been encountered: The initial state (`outputs_info` in scan nomenclature) of variable IncSubtensor{Set;:int64:}.0 (argument number 4) has 4 dimension(s), while the corresponding variable in the result of the inner function of scan (`fn`) has 1 dimension(s) (it should be one less than the initial state). For example, if the inner function of scan returns a vector of size d and scan uses the values of the previous time-step, then the initial state in scan should be a matrix of shape (1, d). The first dimension of this matrix corresponds to the number of previous time-steps that scan uses in each of its iterations. In order to solve this issue if the two varialbe currently have the same dimensionality, you can increase the dimensionality of the variable in the initial state of scan by using dimshuffle or shape_padleft. 
```
Would appreciate any help.

Thanks!",neutral,positive
